epoch,distance_avg_mm,accuracy
100,29.8982387528785,0.28085106382978725
200,25.81344694981515,0.4425531914893617
300,25.650286335767145,0.5148936170212766
400,24.706897436566813,0.4425531914893617
500,22.265024569260923,0.5659574468085107
600,21.430123059569286,0.6085106382978723
700,22.333715019879243,0.5531914893617021
